Mod:Item:MetaData, Localized Name
Natura:button.sakura, Кнопка из древесины сакуры
Natura:button.ghostwood, Кнопка из древесины призрачного дерева
Natura:button.redwood, Кнопка из древесины красного дерева
Natura:button.bloodwood, Кнопка из древесины кровавого дерева
Natura:button.hopseed, Кнопка из древесины хмельного дерева
Natura:button.maple, Кнопка из древесины клёна
Natura:button.amaranth, Кнопка из древесины щирицы
Natura:button.silverbell, Кнопка из древесины галезии
Natura:button.tiger, Кнопка из древесины тигрового дерева
Natura:button.willow, Кнопка из древесины ивы
Natura:button.darkwood, Кнопка из древесины тёмного дерева
Natura:button.fusewood, Кнопка из древесины плавкого дерева
Natura:door.redwood, Дверь из древесины красного дерева
Natura:door.eucalyptus, Дверь из древесины эвкалипта
Natura:door.hopseed, Дверь из древесины хмельного дерева
Natura:door.sakura, Дверь из древесины сакуры
Natura:door.ghostwood, Дверь из древесины призрачного дерева
Natura:door.bloodwood, Дверь из древесины кровавого дерева
Natura:door.redwoodbark, Дверь из коры красного дерева
BiomesOPlenty:mud:0, Грязь
BiomesOPlenty:mud:1, Зыбучий песок
BiomesOPlenty:driedDirt, Осушённая земля
BiomesOPlenty:rocks:0, Известняк
BiomesOPlenty:rocks:1, Гладкий известняк
BiomesOPlenty:rocks:2, Алевролит
BiomesOPlenty:rocks:3, Гладкий алевролит
BiomesOPlenty:rocks:4, Глинистый сланец
BiomesOPlenty:rocks:5, Гладкий глинистый сланец
BiomesOPlenty:ash, Пепельный блок
BiomesOPlenty:flesh, Плоть
BiomesOPlenty:plants:0, Мёртвая трава
BiomesOPlenty:plants:1, Пустынная трава
BiomesOPlenty:plants:2, Пустынные ростки
BiomesOPlenty:plants:3, Дюнная трава
BiomesOPlenty:plants:4, Спектральный папоротник
BiomesOPlenty:plants:5, Колючки
BiomesOPlenty:plants:6, Дикий рис
BiomesOPlenty:plants:7, Рогоз
BiomesOPlenty:plants:8, Речной камыш
BiomesOPlenty:plants:12, Крохотный кактус
BiomesOPlenty:plants:13, Иссушающий нарост
BiomesOPlenty:plants:14, Камыш
BiomesOPlenty:plants:15, Корень
BiomesOPlenty:flowers:0, Клевер
BiomesOPlenty:flowers:1, Болотный цветок
BiomesOPlenty:flowers:2, Смертельный блюм
BiomesOPlenty:flowers:3, Светоцвет
BiomesOPlenty:flowers:4, Синяя гортензия
BiomesOPlenty:flowers:5, Оранжевая космея
BiomesOPlenty:flowers:6, Розовый нарцисс
BiomesOPlenty:flowers:7, Дикий цветок
BiomesOPlenty:flowers:8, Фиалка
BiomesOPlenty:flowers:9, Белый анемон
BiomesOPlenty:flowers:10, Кувшинка
BiomesOPlenty:flowers:11, Лотос Края
BiomesOPlenty:flowers:12, Бромелия
BiomesOPlenty:flowers:13, Глазное яблоко
BiomesOPlenty:flowers:15, Белый одуванчик
BiomesOPlenty:flowers2:0, Розовый гибискус
BiomesOPlenty:flowers2:1, Ландыш
BiomesOPlenty:flowers2:2, Пылающий цвет
BiomesOPlenty:flowers2:3, Лаванда
BiomesOPlenty:flowers2:4, Золотарник
BiomesOPlenty:flowers2:5, Колокольчики
BiomesOPlenty:flowers2:6, Шахтёрское наслаждение
BiomesOPlenty:flowers2:7, Ледяной ирис
BiomesOPlenty:flowers2:8, Роза
BiomesOPlenty:stoneFormations:0, Сталагмит
BiomesOPlenty:stoneFormations:1, Сталактит
BiomesOPlenty:mushrooms:0, Поганка
BiomesOPlenty:mushrooms:1, Портобелло
BiomesOPlenty:mushrooms:2, Млечник голубой
BiomesOPlenty:mushrooms:3, Светогриб
BiomesOPlenty:mushrooms:4, Плоский гриб
BiomesOPlenty:mushrooms:5, Теневой гриб
BiomesOPlenty:willow, Ива
BiomesOPlenty:ivy, Плющ
BiomesOPlenty:treeMoss, Древесный мох
BiomesOPlenty:flowerVine, Цветущая лиана
BiomesOPlenty:wisteria, Глициния
BiomesOPlenty:lilyBop:0, Средняя кувшинка
BiomesOPlenty:lilyBop:1, Малая кувшинка
BiomesOPlenty:lilyBop:2, Крохотная кувшинка
BiomesOPlenty:foliage:0, Ряска
BiomesOPlenty:foliage:1, Низкая трава
BiomesOPlenty:foliage:2, Средняя трава
BiomesOPlenty:foliage:3, Лён
BiomesOPlenty:foliage:4, Куст
BiomesOPlenty:foliage:5, Росток
BiomesOPlenty:foliage:7, Ядовитый плющ
BiomesOPlenty:foliage:8, Ягодный куст
BiomesOPlenty:foliage:9, Кустарник
BiomesOPlenty:foliage:10, Ростки пшеницы
BiomesOPlenty:foliage:11, Влажная трава
BiomesOPlenty:foliage:12, Кору
BiomesOPlenty:foliage:13, Донник лекарственный
BiomesOPlenty:foliage:14, Кучка листьев
BiomesOPlenty:foliage:15, Кучка сухих листьев
BiomesOPlenty:turnip, Репа
BiomesOPlenty:coral1:11, Ламинария
BiomesOPlenty:coral1:12, Розовый коралл
BiomesOPlenty:coral1:13, Оранжевый коралл
BiomesOPlenty:coral1:14, Синий коралл
BiomesOPlenty:coral1:15, Светящийся коралл
BiomesOPlenty:coral2:8, Водоросли
BiomesOPlenty:ashStone, Пепельный камень
BiomesOPlenty:hardIce, Затвердевший лёд
BiomesOPlenty:appleLeaves:0, Листва яблони
BiomesOPlenty:persimmonLeaves:0, Листва хурмы
BiomesOPlenty:moss, Мох
BiomesOPlenty:bamboo, Бамбук
BiomesOPlenty:mudBricks, Кирпичи из грязи
BiomesOPlenty:originGrass, Блок изначальной травы
BiomesOPlenty:longGrass, Блок высокой травы
BiomesOPlenty:overgrownNetherrack, Заросший камень Нижнего мира
BiomesOPlenty:bopGrass:0, Спектральный мох
BiomesOPlenty:bopGrass:1, Блок тлеющей травы
BiomesOPlenty:newBopGrass:0, Блок глиняной травы
BiomesOPlenty:newBopGrass:1, Блок песчаной травы
BiomesOPlenty:newBopGrass:2, Блок илистой травы
BiomesOPlenty:newBopDirt:0, Глиняная земля
BiomesOPlenty:newBopDirt:1, Грубая глиняная земля
BiomesOPlenty:newBopDirt:2, Песчаная земля
BiomesOPlenty:newBopDirt:3, Грубая песчаная земля
BiomesOPlenty:newBopDirt:4, Илистая земля
BiomesOPlenty:newBopDirt:5, Грубая илистая земля
BiomesOPlenty:newBopFarmland:0, Глиняная пашня
BiomesOPlenty:newBopFarmland:1, Глиняная пашня
BiomesOPlenty:newBopFarmland:2, Песчанная пашня
BiomesOPlenty:newBopFarmland:3, Глиняная пашня
BiomesOPlenty:newBopFarmland:4, Глиняная пашня
BiomesOPlenty:newBopFarmland:5, Глиняная пашня
BiomesOPlenty:logs1:0, Древесина священного дуба
BiomesOPlenty:logs1:1, Древесина вишнёвого дерева
BiomesOPlenty:logs1:2, Древесина тёмного дерева
BiomesOPlenty:logs1:3, Древесина пихты
BiomesOPlenty:logs2:0, Эфирная древесина
BiomesOPlenty:logs2:1, Магическая древесина
BiomesOPlenty:logs2:2, Древесина мангрового дерева
BiomesOPlenty:logs2:3, Древесина пальмы
BiomesOPlenty:logs3:0, Древесина красного дерева
BiomesOPlenty:logs3:1, Древесина ивы
BiomesOPlenty:logs3:2, Мёртвая древесина
BiomesOPlenty:logs3:3, Ствол гигантского цветка
BiomesOPlenty:logs4:0, Древесина сосны
BiomesOPlenty:logs4:1, Древесина адского дерева
BiomesOPlenty:logs4:2, Древесина жакаранды
BiomesOPlenty:logs4:3, Махагониевая древесина
BiomesOPlenty:leaves1:0, Жёлтая осенняя листва
BiomesOPlenty:leaves1:1, Бамбуковая листва
BiomesOPlenty:leaves1:2, Магическая листва
BiomesOPlenty:leaves1:3, Тёмная листва
BiomesOPlenty:leaves2:0, Погибающая листва
BiomesOPlenty:leaves2:1, Пихтовая листва
BiomesOPlenty:leaves2:2, Эфирная листва
BiomesOPlenty:leaves2:3, Оранжевая осенняя листва
BiomesOPlenty:leaves3:0, Изначальная листва
BiomesOPlenty:leaves3:1, Листва розовой вишни
BiomesOPlenty:leaves3:2, Клёновая листва
BiomesOPlenty:leaves3:3, Листва белой вишни
BiomesOPlenty:leaves4:0, Адская листва
BiomesOPlenty:leaves4:1, Жакарандовая листва
BiomesOPlenty:petals:0, Гигантский красный цветок
BiomesOPlenty:petals:1, Гигантский жёлтый цветок
BiomesOPlenty:saplings:0, Саженец яблони
BiomesOPlenty:saplings:1, Жёлтый осенний саженец
BiomesOPlenty:saplings:2, Саженец бамбука
BiomesOPlenty:saplings:3, Магический саженец
BiomesOPlenty:saplings:4, Тёмный саженец
BiomesOPlenty:saplings:5, Погибающий саженец
BiomesOPlenty:saplings:6, Саженец пихты
BiomesOPlenty:saplings:7, Эфирный саженец
BiomesOPlenty:saplings:8, Оранжевый осенний саженец
BiomesOPlenty:saplings:9, Изначальный саженец
BiomesOPlenty:saplings:10, Саженец розовой вишни
BiomesOPlenty:saplings:11, Саженец клёна
BiomesOPlenty:saplings:12, Саженец белой вишни
BiomesOPlenty:saplings:13, Саженец адского дерева
BiomesOPlenty:saplings:14, Саженец жакаранды
BiomesOPlenty:saplings:15, Саженец хурмы
BiomesOPlenty:colorizedSaplings:0, Саженец священного дуба
